,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,52,20,.722,—,116.4,109.9,5.84,East,1.0
2,New York Knicks*,40,32,.556,12.0,110.3,110.1,0.49,East,2.0
3,Syracuse Nationals*,35,37,.486,17.0,113.1,109.1,3.74,East,3.0
4,Philadelphia Warriors,32,40,.444,20.0,103.3,106.3,-2.29,East,4.0
6,St. Louis Hawks*,49,23,.681,—,108.8,105.1,2.89,West,1.0
7,Minneapolis Lakers*,33,39,.458,16.0,106.0,107.3,-1.42,West,2.0
8,Detroit Pistons*,28,44,.389,21.0,105.1,106.3,-1.36,West,3.0
9,Cincinnati Royals,19,53,.264,30.0,103.1,111.9,-7.89,West,4.0
