,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,New York Knicks*,82,241.2,40.1,90.0,0.446,,,,40.1,90.0,0.446,18.2,24.1,0.758,12.7,34.0,46.7,19.3,5.8,4.2,19.0,21.9,98.5
1,2.0,Chicago Bulls*,82,241.2,40.7,88.4,0.46,,,,40.7,88.4,0.46,17.4,22.5,0.772,13.9,33.3,47.2,22.3,7.5,5.0,22.9,26.8,98.7
2,3.0,Milwaukee Bucks*,82,240.9,40.4,95.1,0.425,,,,40.4,95.1,0.425,18.3,24.0,0.761,15.5,30.3,45.8,23.3,8.8,3.8,19.0,20.8,99.0
3,4.0,Detroit Pistons*,82,240.9,41.2,91.5,0.45,,,,41.2,91.5,0.45,18.0,23.6,0.763,14.3,32.1,46.4,24.1,9.4,5.0,22.2,24.3,100.3
4,5.0,Capital Bullets*,82,240.6,42.6,94.6,0.451,,,,42.6,94.6,0.451,15.1,20.0,0.756,14.7,35.5,50.3,23.2,7.9,4.3,20.1,22.4,100.4
5,6.0,Cleveland Cavaliers,82,240.9,42.0,89.5,0.469,,,,42.0,89.5,0.469,20.7,26.4,0.784,13.9,34.2,48.0,25.9,7.7,4.2,20.2,22.6,104.6
6,7.0,Boston Celtics*,82,241.2,43.4,98.1,0.443,,,,43.4,98.1,0.443,18.2,23.6,0.772,13.8,31.8,45.5,23.6,6.6,3.8,19.5,22.7,105.1
7,8.0,Kansas City-Omaha Kings,82,240.3,43.7,91.6,0.476,,,,43.7,91.6,0.476,18.4,23.8,0.775,14.8,32.3,47.1,23.4,8.8,4.5,21.5,23.3,105.8
8,9.0,Golden State Warriors,82,240.3,44.1,97.5,0.453,,,,44.1,97.5,0.453,19.1,25.0,0.761,15.0,33.0,47.9,24.7,8.7,5.7,18.0,22.3,107.3
9,10.0,Philadelphia 76ers,82,240.6,43.9,93.7,0.468,,,,43.9,93.7,0.468,19.7,25.2,0.783,16.0,37.9,53.9,23.5,9.2,5.4,22.3,24.3,107.5
10,11.0,Houston Rockets,82,242.1,43.3,90.6,0.478,,,,43.3,90.6,0.478,21.0,28.5,0.736,14.2,31.9,46.1,25.9,8.6,4.6,21.2,24.3,107.6
11,12.0,Los Angeles Lakers*,82,240.9,44.7,102.0,0.438,,,,44.7,102.0,0.438,18.9,24.9,0.756,18.6,34.0,52.6,25.1,9.7,5.2,21.0,26.0,108.3
12,13.0,Seattle SuperSonics,82,240.9,43.3,93.6,0.463,,,,43.3,93.6,0.463,22.9,29.6,0.773,14.3,35.8,50.1,27.5,8.9,4.3,21.9,24.5,109.5
13,14.0,Atlanta Hawks,82,240.9,43.6,93.0,0.468,,,,43.6,93.0,0.468,22.9,29.1,0.787,13.9,33.6,47.5,24.7,10.0,4.7,22.5,26.0,110.0
14,15.0,Phoenix Suns,82,240.9,44.5,95.2,0.467,,,,44.5,95.2,0.467,22.5,28.7,0.782,14.9,33.8,48.7,26.6,9.9,4.8,20.0,24.4,111.5
15,16.0,Portland Trail Blazers,82,240.6,44.7,92.3,0.484,,,,44.7,92.3,0.484,22.3,28.0,0.794,14.6,32.7,47.3,28.1,10.6,5.1,20.9,23.9,111.6
16,17.0,Buffalo Braves*,82,241.8,46.2,98.9,0.467,,,,46.2,98.9,0.467,19.4,24.5,0.791,15.5,33.3,48.8,27.5,9.7,5.3,21.5,24.3,111.8
17,,League Average,82,241.0,43.1,93.9,0.459,,,,43.1,93.9,0.459,19.6,25.4,0.771,14.7,33.5,48.2,24.6,8.7,4.7,20.8,23.8,105.7
