,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Utah Jazz*,82,19730,38.7,89.0,0.434,2.3,7.5,0.305,36.4,81.5,0.446,21.9,29.1,0.754,15.1,27.7,42.9,22.5,9.7,6.3,16.5,25.9,101.5
1,2,Cleveland Cavaliers*,82,19755,42.0,91.1,0.461,2.1,6.3,0.339,39.8,84.8,0.47,16.8,21.7,0.777,15.0,28.3,43.3,25.3,8.5,4.5,17.7,24.4,102.9
2,3,Detroit Pistons*,82,19830,39.8,89.0,0.447,2.0,7.0,0.285,37.8,82.0,0.461,23.1,29.5,0.785,14.3,27.7,42.1,23.5,8.2,4.3,15.5,26.5,104.7
3,4,Houston Rockets*,82,19855,40.5,86.6,0.468,2.2,6.3,0.35,38.3,80.2,0.478,21.5,28.2,0.761,13.6,28.8,42.4,23.9,9.5,5.2,17.3,23.9,104.8
4,5,Phoenix Suns*,82,19755,41.7,89.9,0.464,2.1,6.6,0.319,39.6,83.3,0.475,20.2,26.8,0.753,14.6,28.6,43.1,25.2,7.3,5.0,15.9,23.9,105.7
5,6,Milwaukee Bucks*,82,19755,40.7,85.1,0.478,2.4,6.6,0.368,38.3,78.5,0.488,22.7,29.2,0.776,13.5,28.8,42.3,26.0,8.7,5.2,18.8,23.9,106.4
6,7,Los Angeles Lakers*,82,19805,42.9,91.2,0.47,2.3,7.1,0.33,40.5,84.1,0.481,18.7,24.8,0.752,14.3,26.9,41.1,26.1,9.1,5.2,15.3,23.5,106.7
7,8,Denver Nuggets*,82,19880,41.6,84.0,0.495,1.8,5.0,0.352,39.8,79.0,0.504,22.2,30.1,0.737,12.8,32.2,44.9,24.0,7.5,5.4,17.9,22.5,107.1
8,9,Atlanta Hawks*,82,19805,41.4,87.8,0.472,1.8,6.3,0.288,39.6,81.5,0.486,22.5,28.7,0.784,15.5,28.6,44.2,25.1,8.5,4.3,18.3,26.0,107.2
9,10,New York Knicks*,82,19805,42.2,85.4,0.494,1.8,6.2,0.285,40.4,79.2,0.511,21.3,27.7,0.767,14.1,27.0,41.1,26.6,9.0,5.0,19.6,22.0,107.5
10,11,Chicago Bulls*,82,19780,42.0,88.8,0.474,2.4,7.4,0.327,39.6,81.4,0.487,21.2,27.4,0.773,13.5,28.8,42.3,26.3,8.6,4.4,15.7,22.3,107.7
11,12,Golden State Warriors*,82,19905,41.5,89.9,0.462,3.2,9.2,0.342,38.3,80.7,0.475,21.5,28.1,0.766,16.1,29.7,45.8,24.9,9.7,5.4,17.5,21.7,107.7
12,13,San Antonio Spurs,82,19755,40.7,83.4,0.488,2.0,6.2,0.323,38.7,77.2,0.501,24.6,31.7,0.776,14.7,28.7,43.4,24.1,10.7,6.4,20.2,22.6,107.9
13,14,Portland Trail Blazers*,82,19830,41.6,85.3,0.488,2.3,6.4,0.363,39.3,78.9,0.498,22.5,29.2,0.772,13.4,27.8,41.3,24.1,8.6,4.2,18.3,22.8,108.0
14,15,Washington Bullets,82,19855,41.8,86.7,0.482,1.9,6.1,0.304,39.9,80.6,0.495,23.1,30.1,0.769,13.6,30.4,44.0,25.0,7.9,6.3,16.6,23.0,108.5
15,16,Dallas Mavericks,82,19780,43.3,92.5,0.469,2.1,6.5,0.322,41.2,85.9,0.48,19.9,26.5,0.753,15.6,31.6,47.2,27.0,8.4,4.9,14.9,23.7,108.6
16,17,Seattle SuperSonics*,82,19780,41.7,85.7,0.486,2.0,6.6,0.311,39.6,79.1,0.501,23.2,30.2,0.769,14.4,27.3,41.7,23.7,8.1,5.0,18.8,22.8,108.6
17,18,Miami Heat,82,19855,41.3,84.5,0.488,1.8,5.3,0.343,39.5,79.3,0.498,24.7,31.9,0.773,14.5,28.9,43.4,25.2,11.3,6.7,18.8,22.3,109.0
18,19,New Jersey Nets,82,19805,43.1,86.7,0.497,1.9,6.2,0.309,41.2,80.5,0.512,21.2,27.7,0.765,12.5,30.0,42.5,25.8,9.0,5.9,16.7,22.2,109.3
19,20,Boston Celtics*,82,19780,43.0,88.8,0.484,1.6,5.7,0.29,41.3,83.1,0.497,22.0,28.4,0.776,13.0,27.5,40.4,26.3,9.4,4.8,14.7,24.1,109.6
20,21,Sacramento Kings,82,19780,43.3,89.6,0.484,2.2,6.9,0.316,41.2,82.7,0.498,21.1,27.8,0.759,14.1,31.4,45.6,25.4,9.2,5.3,15.5,22.0,110.0
21,22,Los Angeles Clippers,82,19855,43.4,89.6,0.484,2.3,6.7,0.342,41.1,82.9,0.496,21.2,27.8,0.764,15.5,29.5,45.0,27.6,10.8,6.4,16.7,21.8,110.2
22,23,Indiana Pacers,82,19855,42.1,90.2,0.467,2.0,6.7,0.305,40.0,83.5,0.479,24.8,31.8,0.781,15.7,28.2,43.9,24.8,10.2,4.7,14.7,24.7,111.0
23,24,Philadelphia 76ers*,82,19780,45.0,89.8,0.501,2.1,6.1,0.343,43.0,83.7,0.513,19.3,24.9,0.774,14.1,29.7,43.9,28.1,7.9,5.5,15.6,24.4,111.5
24,25,Charlotte Hornets,82,19780,43.0,86.1,0.5,1.4,4.8,0.288,41.6,81.2,0.512,24.7,31.8,0.776,14.4,31.7,46.1,24.9,8.6,5.3,17.2,21.7,112.1
