,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
17,18.0,Minnesota Timberwolves,82,19805,0.475,13.1,,0.676,0.315,0.141,0.088,0.132,0.324,,0.528,0.661,0.434,0.398,0.394,0.366,,0.494,0.853,,0.063,407,,0.264,1048,,0.22,0.413
18,19.0,New Orleans Pelicans,82,19905,0.45,13.6,,0.665,0.29,0.145,0.1,0.13,0.335,,0.499,0.643,0.38,0.398,0.39,0.353,,0.499,0.824,,0.056,381,,0.243,1021,,0.215,0.371
19,20.0,New York Knicks,82,19855,0.455,12.8,,0.677,0.328,0.142,0.084,0.122,0.323,,0.506,0.613,0.417,0.395,0.4,0.348,,0.459,0.82,,0.055,352,,0.28,1109,,0.23,0.395
20,21.0,Oklahoma City Thunder*,82,19805,0.459,12.2,,0.709,0.321,0.172,0.102,0.113,0.291,,0.502,0.622,0.414,0.409,0.382,0.356,,0.462,0.834,,0.052,314,,0.276,1109,,0.23,0.392
21,22.0,Orlando Magic,82,19805,0.467,13.0,,0.695,0.307,0.15,0.101,0.137,0.305,,0.51,0.638,0.437,0.375,0.402,0.367,,0.503,0.849,,0.059,364,,0.256,1044,,0.221,0.406
22,23.0,Philadelphia 76ers,82,19830,0.461,12.8,,0.71,0.304,0.155,0.106,0.145,0.29,,0.503,0.637,0.393,0.426,0.399,0.357,,0.494,0.845,,0.05,331,,0.261,1054,,0.217,0.41
23,24.0,Phoenix Suns,82,19830,0.467,13.2,,0.695,0.305,0.135,0.105,0.149,0.305,,0.504,0.629,0.392,0.428,0.407,0.382,,0.465,0.807,,0.052,326,,0.259,1047,,0.211,0.458
24,25.0,Portland Trail Blazers*,82,19930,0.455,13.2,,0.709,0.28,0.165,0.109,0.155,0.291,,0.489,0.584,0.431,0.443,0.412,0.37,,0.44,0.801,,0.039,241,,0.24,909,,0.199,0.369
25,26.0,Sacramento Kings,82,19880,0.462,14.2,,0.639,0.24,0.173,0.087,0.14,0.361,,0.517,0.678,0.448,0.413,0.391,0.364,,0.526,0.839,,0.055,337,,0.221,907,,0.23,0.416
26,27.0,San Antonio Spurs*,82,19805,0.443,12.8,,0.716,0.295,0.164,0.104,0.153,0.284,,0.483,0.596,0.369,0.416,0.432,0.344,,0.508,0.832,,0.054,326,,0.252,916,,0.244,0.332
27,28.0,Toronto Raptors*,82,19780,0.449,13.5,,0.671,0.268,0.18,0.094,0.128,0.329,,0.495,0.649,0.395,0.381,0.398,0.354,,0.495,0.841,,0.051,321,,0.243,916,,0.242,0.354
28,29.0,Utah Jazz*,82,19755,0.443,12.8,,0.721,0.293,0.163,0.112,0.153,0.279,,0.476,0.595,0.391,0.381,0.406,0.358,,0.409,0.775,,0.049,288,,0.244,883,,0.19,0.385
29,30.0,Washington Wizards*,82,19855,0.466,13.5,,0.681,0.294,0.148,0.099,0.14,0.319,,0.514,0.637,0.409,0.45,0.411,0.364,,0.49,0.83,,0.052,335,,0.248,990,,0.21,0.405
30,,League Average,82,19813,0.457,13.3,,0.684,0.29,0.152,0.099,0.142,0.316,,0.503,0.631,0.414,0.412,0.402,0.358,,0.495,0.835,,0.051,322,,0.25,994,,0.228,0.388
