,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Philadelphia 76ers*,81,240.9,48.3,100.0,0.483,,,,48.3,100.0,0.483,28.6,42.1,0.68,,,70.4,26.4,,,,23.5,125.2
1,2.0,San Francisco Warriors*,81,241.9,47.1,108.9,0.433,,,,47.1,108.9,0.433,28.2,37.3,0.756,,,73.8,23.2,,,,26.2,122.4
2,3.0,Los Angeles Lakers*,81,241.5,46.7,104.5,0.447,,,,46.7,104.5,0.447,27.1,36.0,0.751,,,66.9,23.5,,,,26.8,120.5
3,4.0,Boston Celtics*,81,242.2,46.0,102.8,0.447,,,,46.0,102.8,0.447,27.4,36.6,0.748,,,70.4,24.2,,,,26.4,119.3
4,5.0,Cincinnati Royals*,81,240.9,45.1,100.5,0.449,,,,45.1,100.5,0.449,26.9,34.6,0.777,,,64.2,22.9,,,,25.6,117.1
5,6.0,New York Knicks*,81,240.6,44.9,99.1,0.453,,,,44.9,99.1,0.453,26.6,36.8,0.722,,,63.9,22.0,,,,26.0,116.4
6,7.0,Baltimore Bullets,81,241.2,45.2,105.9,0.427,,,,45.2,105.9,0.427,25.0,34.2,0.731,,,66.0,20.4,,,,26.6,115.5
7,8.0,St. Louis Hawks*,81,241.2,43.8,98.8,0.443,,,,43.8,98.8,0.443,26.0,36.8,0.708,,,64.4,21.1,,,,26.8,113.6
8,9.0,Chicago Bulls*,81,240.6,44.0,105.0,0.419,,,,44.0,105.0,0.419,25.1,34.4,0.732,,,65.4,22.6,,,,27.2,113.2
9,10.0,Detroit Pistons,81,241.9,43.5,105.5,0.412,,,,43.5,105.5,0.412,24.3,33.6,0.723,,,68.0,18.1,,,,27.1,111.3
10,,League Average,81,241.3,45.5,103.1,0.441,,,,45.5,103.1,0.441,26.5,36.2,0.732,,,67.3,22.4,,,,26.2,117.4
