,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1,Chicago Bulls*,82,19830,46.7,91.9,0.508,1.8,5.8,0.304,44.9,86.1,0.522,20.3,27.3,0.744,15.0,31.3,46.3,29.2,8.6,6.2,13.9,21.7,115.5
1,2,Cleveland Cavaliers*,82,19805,43.7,89.6,0.488,3.2,9.0,0.357,40.5,80.6,0.502,23.2,28.8,0.805,13.3,31.3,44.5,28.8,7.9,7.9,13.7,19.9,113.9
2,3,Golden State Warriors*,82,19880,44.0,86.7,0.507,3.0,8.9,0.333,41.0,77.8,0.527,22.7,30.4,0.746,13.3,27.7,41.0,24.1,10.0,4.4,15.8,23.9,113.6
3,4,Utah Jazz*,82,19880,42.7,86.8,0.492,2.0,5.8,0.345,40.7,81.0,0.503,24.8,31.5,0.788,13.9,32.2,46.0,27.7,9.0,5.7,16.0,22.1,112.2
4,5,Phoenix Suns*,82,19805,43.3,88.1,0.492,2.8,7.3,0.381,40.6,80.8,0.502,22.7,29.2,0.776,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1
5,6,Indiana Pacers*,82,19955,42.5,86.0,0.494,4.0,11.4,0.354,38.5,74.6,0.516,22.7,28.7,0.79,13.2,31.2,44.3,29.1,8.6,4.8,17.0,26.0,111.7
6,7,Portland Trail Blazers*,82,19880,42.4,89.7,0.473,4.0,11.5,0.344,38.4,78.2,0.492,22.7,30.0,0.754,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4
7,8,Boston Celtics*,82,19780,44.9,91.2,0.492,1.4,4.5,0.306,43.5,86.6,0.502,19.6,24.3,0.808,13.9,32.7,46.6,26.2,8.1,6.1,14.8,21.4,110.8
8,9,Seattle SuperSonics*,82,19855,42.8,90.3,0.474,2.6,8.2,0.317,40.2,82.1,0.49,22.5,28.7,0.783,16.2,28.6,44.9,23.8,9.8,5.7,16.8,24.7,110.7
9,10,Milwaukee Bucks,82,19880,42.0,91.2,0.46,4.7,12.7,0.369,37.3,78.5,0.475,20.2,26.6,0.759,16.4,27.5,43.8,25.5,10.9,4.0,17.1,24.1,108.8
10,11,Philadelphia 76ers,82,19755,41.3,87.6,0.471,2.9,8.8,0.334,38.4,78.8,0.487,22.8,29.4,0.775,13.7,29.9,43.6,22.7,9.0,6.2,16.0,20.5,108.3
11,12,New York Knicks*,82,19855,43.1,90.3,0.477,2.6,8.0,0.325,40.5,82.3,0.492,19.5,26.6,0.734,15.4,32.4,47.8,27.7,8.2,5.0,16.2,24.8,108.3
12,13,Los Angeles Lakers*,82,19830,41.7,91.3,0.456,1.6,5.8,0.267,40.1,85.5,0.469,22.8,29.8,0.766,15.1,28.7,43.9,23.6,9.9,5.2,14.3,20.2,107.7
13,14,San Antonio Spurs*,82,19780,42.6,89.4,0.476,1.5,5.1,0.292,41.1,84.3,0.487,20.8,28.3,0.736,15.5,32.2,47.7,25.4,9.2,7.7,16.5,22.7,107.5
14,15,Detroit Pistons*,82,19780,42.3,91.0,0.465,2.2,7.0,0.314,40.1,84.0,0.477,20.7,27.9,0.743,16.0,32.1,48.1,25.2,7.2,4.7,16.1,21.8,107.5
15,16,Atlanta Hawks,82,19905,43.0,92.1,0.467,2.6,8.3,0.313,40.4,83.9,0.482,18.7,25.6,0.731,15.9,30.8,46.7,26.2,9.8,3.9,15.5,21.8,107.3
16,17,Charlotte Hornets,82,19805,43.1,90.2,0.477,1.4,4.4,0.317,41.7,85.8,0.486,19.5,25.8,0.755,13.9,28.2,42.1,27.2,9.8,3.7,15.2,21.7,107.1
17,18,New Jersey Nets*,82,19780,43.0,93.9,0.458,2.8,8.3,0.334,40.2,85.6,0.47,18.2,24.9,0.732,18.7,29.6,48.3,24.0,9.1,7.6,17.2,22.7,107.0
18,19,Miami Heat*,82,19830,40.3,87.5,0.461,3.2,9.3,0.342,37.2,78.2,0.475,22.8,28.9,0.79,14.7,29.3,44.0,21.7,8.3,4.6,17.1,22.5,106.7
19,20,Houston Rockets,82,19880,41.5,87.5,0.475,4.2,12.2,0.343,37.4,75.3,0.496,18.9,25.6,0.738,13.6,30.9,44.5,26.1,8.3,7.2,17.5,22.5,106.2
20,21,Los Angeles Clippers*,82,19830,42.0,88.7,0.473,1.8,6.3,0.289,40.2,82.4,0.487,20.1,27.9,0.72,14.2,30.0,44.2,25.7,10.3,6.2,15.9,23.5,105.8
