,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Golden State Warriors*,82,19880,3767,7427,0.507,254,763,0.333,3513,6664,0.527,1944,2606,0.746,1137,2376,3513,2064,854,375,1353,2049,9732
1,2.0,Indiana Pacers*,82,19955,3498,7079,0.494,333,940,0.354,3165,6139,0.516,1868,2364,0.79,1083,2564,3647,2398,705,393,1402,2137,9197
2,3.0,Phoenix Suns*,82,19805,3553,7219,0.492,227,596,0.381,3326,6623,0.502,1861,2397,0.776,1088,2558,3646,2202,673,582,1242,1852,9194
3,4.0,Portland Trail Blazers*,82,19880,3476,7352,0.473,325,944,0.344,3151,6408,0.492,1858,2463,0.754,1294,2549,3843,2065,753,410,1328,1983,9135
4,5.0,Chicago Bulls*,82,19830,3643,7168,0.508,138,454,0.304,3505,6714,0.522,1587,2132,0.744,1173,2439,3612,2279,672,480,1088,1693,9011
5,6.0,Charlotte Hornets,82,19805,3613,7568,0.477,117,369,0.317,3496,7199,0.486,1637,2168,0.755,1164,2367,3531,2284,822,309,1273,1819,8980
6,7.0,Cleveland Cavaliers*,82,19805,3427,7025,0.488,253,708,0.357,3174,6317,0.502,1819,2259,0.805,1041,2450,3491,2260,616,621,1073,1556,8926
7,8.0,Utah Jazz*,82,19880,3379,6866,0.492,158,458,0.345,3221,6408,0.503,1961,2490,0.788,1097,2543,3640,2188,715,448,1264,1746,8877
8,9.0,Boston Celtics*,82,19780,3543,7196,0.492,110,359,0.306,3433,6837,0.502,1549,1917,0.808,1095,2583,3678,2072,636,484,1165,1686,8745
9,10.0,Seattle SuperSonics*,82,19855,3380,7128,0.474,205,647,0.317,3175,6481,0.49,1772,2263,0.783,1282,2257,3539,1877,775,448,1323,1952,8737
10,11.0,Atlanta Hawks,82,19905,3492,7476,0.467,210,671,0.313,3282,6805,0.482,1517,2074,0.731,1288,2498,3786,2123,793,320,1255,1771,8711
11,12.0,New Jersey Nets*,82,19780,3473,7580,0.458,224,670,0.334,3249,6910,0.47,1471,2009,0.732,1512,2392,3904,1937,736,615,1392,1834,8641
12,13.0,Milwaukee Bucks,82,19880,3321,7216,0.46,371,1005,0.369,2950,6211,0.475,1596,2104,0.759,1297,2172,3469,2018,863,317,1350,1904,8609
13,14.0,Miami Heat*,82,19830,3256,7061,0.461,257,751,0.342,2999,6310,0.475,1839,2329,0.79,1187,2366,3553,1749,670,373,1377,1819,8608
14,15.0,Sacramento Kings,82,19830,3348,7189,0.466,238,675,0.353,3110,6514,0.477,1615,2162,0.747,1054,2354,3408,1957,727,618,1360,1763,8549
15,16.0,San Antonio Spurs*,82,19780,3377,7090,0.476,118,404,0.292,3259,6686,0.487,1652,2246,0.736,1229,2552,3781,2010,729,608,1308,1799,8524
16,17.0,Los Angeles Clippers*,82,19830,3347,7076,0.473,145,502,0.289,3202,6574,0.487,1601,2223,0.72,1132,2393,3525,2053,824,498,1269,1873,8440
17,18.0,Washington Bullets,82,19855,3364,7301,0.461,146,537,0.272,3218,6764,0.476,1521,1956,0.778,1069,2345,3414,2011,713,422,1254,1852,8395
18,19.0,Houston Rockets,82,19880,3273,6894,0.475,329,959,0.343,2944,5935,0.496,1491,2020,0.738,1074,2432,3506,2058,656,571,1378,1769,8366
19,20.0,Philadelphia 76ers,82,19755,3187,6761,0.471,227,680,0.334,2960,6081,0.487,1757,2267,0.775,1058,2309,3367,1755,692,482,1238,1582,8358
20,21.0,Orlando Magic,82,19705,3220,7102,0.453,197,608,0.324,3023,6494,0.466,1693,2268,0.746,1171,2329,3500,1792,643,367,1389,1977,8330
21,22.0,New York Knicks*,82,19855,3312,6947,0.477,201,618,0.325,3111,6329,0.492,1503,2049,0.734,1185,2489,3674,2130,634,382,1242,1905,8328
22,23.0,Minnesota Timberwolves,82,19805,3366,7342,0.458,126,394,0.32,3240,6948,0.466,1379,1857,0.743,1167,2168,3335,2025,619,526,1157,1866,8237
23,24.0,Los Angeles Lakers*,82,19830,3183,6977,0.456,119,445,0.267,3064,6532,0.469,1744,2278,0.766,1156,2196,3352,1803,756,400,1089,1543,8229
24,25.0,Denver Nuggets,82,19780,3262,7380,0.442,126,418,0.301,3136,6962,0.45,1526,2067,0.738,1350,2352,3702,1553,773,461,1447,1984,8176
25,26.0,Detroit Pistons*,82,19780,3191,6867,0.465,165,526,0.314,3026,6341,0.477,1566,2108,0.743,1210,2421,3631,1899,546,357,1212,1646,8113
26,27.0,Dallas Mavericks,82,19755,3120,7104,0.439,268,797,0.336,2852,6307,0.452,1499,1999,0.75,1194,2439,3633,1630,536,349,1202,1867,8007
27,,League Average,82,19826,3384,7163,0.472,207,626,0.331,3177,6537,0.486,1660,2188,0.759,1177,2403,3581,2007,709,452,1275,1823,8635
