,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Cincinnati Royals*,72,,,,,,,,,,,,,,,,,,,,,,103.1
1,2.0,Boston Celtics*,72,,,,,,,,,,,,,,,,,,,,,,104.4
2,3.0,Philadelphia Warriors*,72,,,,,,,,,,,,,,,,,,,,,,104.4
3,4.0,Syracuse Nationals*,72,,,,,,,,,,,,,,,,,,,,,,105.1
4,5.0,St. Louis Hawks*,72,,,,,,,,,,,,,,,,,,,,,,106.2
5,6.0,Detroit Pistons*,72,,,,,,,,,,,,,,,,,,,,,,107.7
6,7.0,New York Knicks,72,,,,,,,,,,,,,,,,,,,,,,110.8
7,8.0,Minneapolis Lakers,72,,,,,,,,,,,,,,,,,,,,,,111.5
8,,League Average,72,,39.0,101.9,0.383,,,,39.0,101.9,0.383,28.6,38.3,0.746,,,71.7,19.6,,,,25.5,106.6
