,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Boston Celtics*,49,23,.681,—,109.9,104.4,5.02,East,1.0
2,Syracuse Nationals*,41,31,.569,8.0,107.2,105.1,2.18,East,2.0
3,Philadelphia Warriors*,37,35,.514,12.0,104.3,104.4,0.21,East,3.0
4,New York Knicks,35,37,.486,14.0,112.1,110.8,1.35,East,4.0
6,St. Louis Hawks*,41,31,.569,—,107.5,106.2,0.82,West,1.0
7,Detroit Pistons*,33,39,.458,8.0,105.3,107.7,-2.32,West,2.0
8,Cincinnati Royals*,33,39,.458,8.0,101.7,103.1,-1.47,West,3.0
9,Minneapolis Lakers,19,53,.264,22.0,105.1,111.5,-5.78,West,4.0
