,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,San Antonio Spurs*,82,19830,3927,7760,0.506,,,,3927,7760,0.506,1926,2423,0.795,1096,2619,3715,2313,829,509,1652,2071,9780
1,2.0,Phoenix Suns*,82,19780,3847,7516,0.512,,,,3847,7516,0.512,1765,2299,0.768,1083,2379,3462,2500,915,337,1760,1944,9459
2,3.0,Washington Bullets*,82,19780,3819,7873,0.485,,,,3819,7873,0.485,1785,2428,0.735,1309,2768,4077,2169,614,401,1420,1804,9423
3,4.0,Milwaukee Bucks,82,19880,3906,7773,0.503,,,,3906,7773,0.503,1541,2021,0.762,1157,2370,3527,2562,862,435,1574,2106,9353
4,5.0,Houston Rockets*,82,19780,3726,7498,0.497,,,,3726,7498,0.497,1845,2330,0.792,1256,2504,3760,2302,632,286,1510,2001,9297
5,6.0,San Diego Clippers,82,19730,3721,7706,0.483,,,,3721,7706,0.483,1836,2471,0.743,1392,2413,3805,1539,703,392,1623,2127,9278
6,7.0,Kansas City Kings*,82,19855,3764,7644,0.492,,,,3764,7644,0.492,1746,2392,0.73,1191,2404,3595,2239,825,390,1631,2419,9274
7,8.0,Los Angeles Lakers*,82,19780,3827,7397,0.517,,,,3827,7397,0.517,1606,2088,0.769,949,2557,3506,2338,793,500,1569,1851,9260
8,9.0,Denver Nuggets*,82,19705,3517,7311,0.481,,,,3517,7311,0.481,2046,2841,0.72,1307,2596,3903,2166,673,416,1666,2106,9080
9,10.0,Detroit Pistons,82,19780,3708,7802,0.475,,,,3708,7802,0.475,1607,2242,0.717,1303,2380,3683,2092,847,550,1599,2141,9023
10,11.0,Philadelphia 76ers*,82,19805,3584,7338,0.488,,,,3584,7338,0.488,1815,2411,0.753,1149,2712,3861,2253,779,599,1771,2072,8983
11,12.0,Atlanta Hawks*,82,19855,3505,7410,0.473,,,,3505,7410,0.473,1940,2534,0.766,1381,2341,3722,1938,801,596,1523,2424,8950
12,13.0,Indiana Pacers,82,19705,3575,7525,0.475,,,,3575,7525,0.475,1759,2317,0.759,1225,2530,3755,2005,687,416,1536,2093,8909
13,14.0,Portland Trail Blazers*,82,19780,3541,7338,0.483,,,,3541,7338,0.483,1806,2362,0.765,1256,2435,3691,1946,776,512,1658,2187,8888
14,15.0,New Orleans Jazz,82,19705,3517,7511,0.468,,,,3517,7511,0.468,1848,2409,0.767,1234,2676,3910,2079,760,559,1764,1940,8882
15,16.0,Boston Celtics,82,19680,3527,7347,0.48,,,,3527,7347,0.48,1820,2321,0.784,1119,2396,3515,1995,710,283,1713,1977,8874
16,17.0,New Jersey Nets*,82,19755,3464,7523,0.46,,,,3464,7523,0.46,1904,2613,0.729,1241,2370,3611,1907,853,619,1861,2329,8832
17,18.0,New York Knicks,82,19780,3676,7554,0.487,,,,3676,7554,0.487,1478,2111,0.7,1200,2430,3630,2121,699,397,1605,2154,8830
18,19.0,Seattle SuperSonics*,82,19755,3504,7484,0.468,,,,3504,7484,0.468,1732,2298,0.754,1310,2591,3901,1973,690,398,1586,1914,8740
19,20.0,Cleveland Cavaliers,82,19680,3556,7602,0.468,,,,3556,7602,0.468,1620,2103,0.77,1229,2256,3485,1796,688,334,1376,2027,8732
20,21.0,Golden State Warriors,82,19780,3627,7453,0.487,,,,3627,7453,0.487,1367,1872,0.73,1169,2513,3682,2064,774,420,1500,2023,8621
21,22.0,Chicago Bulls,82,19780,3478,7108,0.489,,,,3478,7108,0.489,1632,2184,0.747,1224,2544,3768,2169,576,324,1813,1970,8588
22,,League Average,82,19771,3651,7522,0.485,,,,3651,7522,0.485,1747,2321,0.752,1217,2490,3707,2112,749,440,1623,2076,9048
