,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
,Rk,Team,G,MP,FG%,Dist.,Unnamed: 6_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 20_level_1,2P,3P,Unnamed: 23_level_1,%FGA,Md.,Unnamed: 26_level_1,%FGA,Md.,Unnamed: 29_level_1,%3PA,3P%
0,1.0,Atlanta Hawks*,66,16165,0.444,12.6,,0.788,0.299,0.142,0.102,0.245,0.212,,0.47,0.627,0.385,0.353,0.377,0.344,,0.519,0.821,,0.043,200,,0.25,796,,0.251,0.358
1,2.0,Boston Celtics*,66,15940,0.419,12.0,,0.788,0.309,0.162,0.133,0.184,0.212,,0.449,0.599,0.354,0.352,0.353,0.308,,0.507,0.84,,0.051,253,,0.245,674,,0.273,0.308
2,3.0,Charlotte Bobcats,66,15890,0.475,11.4,,0.789,0.362,0.155,0.09,0.181,0.211,,0.506,0.637,0.394,0.393,0.4,0.356,,0.546,0.879,,0.069,329,,0.277,855,,0.276,0.413
3,4.0,Chicago Bulls*,66,15940,0.421,12.4,,0.827,0.285,0.164,0.115,0.263,0.173,,0.442,0.569,0.382,0.385,0.366,0.325,,0.503,0.82,,0.042,213,,0.239,665,,0.195,0.311
4,5.0,Cleveland Cavaliers,66,15965,0.467,12.3,,0.772,0.303,0.16,0.119,0.189,0.228,,0.498,0.652,0.4,0.396,0.398,0.362,,0.543,0.879,,0.05,249,,0.234,771,,0.275,0.382
5,6.0,Dallas Mavericks*,66,16065,0.435,13.0,,0.746,0.27,0.164,0.113,0.199,0.254,,0.466,0.654,0.336,0.367,0.375,0.346,,0.513,0.825,,0.055,274,,0.201,640,,0.229,0.355
6,7.0,Denver Nuggets*,66,16040,0.456,13.3,,0.733,0.282,0.14,0.096,0.214,0.267,,0.483,0.629,0.351,0.373,0.426,0.383,,0.531,0.842,,0.048,230,,0.226,743,,0.293,0.41
7,8.0,Detroit Pistons,66,15965,0.462,12.4,,0.784,0.31,0.146,0.103,0.224,0.216,,0.492,0.636,0.401,0.387,0.4,0.355,,0.58,0.848,,0.056,256,,0.235,707,,0.232,0.409
8,9.0,Golden State Warriors,66,15915,0.453,12.5,,0.764,0.285,0.188,0.111,0.181,0.236,,0.48,0.627,0.39,0.376,0.406,0.365,,0.564,0.859,,0.05,237,,0.218,693,,0.228,0.384
9,10.0,Houston Rockets,66,16065,0.456,12.2,,0.791,0.285,0.191,0.112,0.203,0.209,,0.491,0.669,0.378,0.395,0.399,0.325,,0.474,0.875,,0.054,274,,0.236,779,,0.279,0.338
10,11.0,Indiana Pacers*,66,15990,0.435,12.9,,0.763,0.277,0.162,0.115,0.209,0.237,,0.461,0.605,0.387,0.403,0.358,0.351,,0.495,0.837,,0.046,221,,0.225,668,,0.265,0.392
11,12.0,Los Angeles Clippers*,66,15965,0.447,13.2,,0.753,0.26,0.183,0.099,0.21,0.247,,0.474,0.65,0.409,0.389,0.353,0.365,,0.542,0.83,,0.054,251,,0.201,627,,0.247,0.429
12,13.0,Los Angeles Lakers*,66,16065,0.437,13.0,,0.777,0.26,0.167,0.116,0.234,0.223,,0.463,0.633,0.358,0.39,0.384,0.348,,0.52,0.858,,0.046,236,,0.204,702,,0.24,0.363
13,14.0,Memphis Grizzlies*,66,15940,0.444,12.5,,0.764,0.305,0.161,0.103,0.196,0.236,,0.474,0.624,0.374,0.408,0.359,0.345,,0.493,0.856,,0.053,242,,0.235,698,,0.275,0.402
14,15.0,Miami Heat*,66,16040,0.434,12.9,,0.75,0.289,0.146,0.12,0.195,0.25,,0.457,0.582,0.372,0.385,0.381,0.363,,0.492,0.854,,0.05,228,,0.222,610,,0.237,0.404
15,16.0,Milwaukee Bucks,66,15865,0.449,12.1,,0.771,0.31,0.153,0.123,0.186,0.229,,0.478,0.604,0.391,0.393,0.396,0.351,,0.526,0.856,,0.05,250,,0.236,719,,0.295,0.383
16,17.0,Minnesota Timberwolves,66,15940,0.455,12.6,,0.789,0.288,0.164,0.11,0.227,0.211,,0.486,0.643,0.397,0.397,0.393,0.34,,0.501,0.83,,0.051,251,,0.222,751,,0.244,0.323
17,18.0,New Jersey Nets,66,15890,0.472,12.4,,0.783,0.313,0.148,0.105,0.216,0.217,,0.5,0.643,0.441,0.384,0.389,0.374,,0.57,0.835,,0.062,296,,0.248,782,,0.291,0.403
18,19.0,New Orleans Hornets,66,15940,0.444,12.8,,0.741,0.287,0.171,0.101,0.183,0.259,,0.489,0.658,0.397,0.377,0.369,0.317,,0.533,0.887,,0.058,263,,0.225,708,,0.291,0.321
19,20.0,New York Knicks*,66,15940,0.442,12.7,,0.764,0.289,0.166,0.101,0.207,0.236,,0.468,0.635,0.341,0.38,0.38,0.359,,0.483,0.775,,0.047,233,,0.235,708,,0.25,0.413
20,21.0,Oklahoma City Thunder*,66,15990,0.427,12.0,,0.781,0.297,0.187,0.115,0.182,0.219,,0.451,0.614,0.328,0.352,0.375,0.342,,0.488,0.817,,0.05,237,,0.235,750,,0.295,0.366
21,22.0,Orlando Magic*,66,15965,0.449,13.1,,0.775,0.25,0.169,0.128,0.228,0.225,,0.478,0.639,0.396,0.401,0.406,0.347,,0.514,0.831,,0.039,185,,0.2,636,,0.246,0.386
22,23.0,Philadelphia 76ers*,66,15915,0.427,12.7,,0.798,0.243,0.19,0.134,0.231,0.202,,0.45,0.62,0.361,0.382,0.384,0.334,,0.52,0.846,,0.035,165,,0.197,606,,0.227,0.374
23,24.0,Phoenix Suns,66,15840,0.455,12.5,,0.795,0.25,0.209,0.113,0.223,0.205,,0.481,0.672,0.389,0.428,0.38,0.352,,0.514,0.837,,0.047,246,,0.195,668,,0.275,0.424
24,25.0,Portland Trail Blazers,66,15965,0.463,12.5,,0.772,0.298,0.16,0.099,0.215,0.228,,0.492,0.649,0.378,0.396,0.405,0.363,,0.499,0.853,,0.061,294,,0.23,734,,0.272,0.39
25,26.0,Sacramento Kings,66,15915,0.476,12.3,,0.78,0.281,0.199,0.104,0.197,0.22,,0.51,0.7,0.409,0.399,0.398,0.355,,0.534,0.866,,0.053,279,,0.23,854,,0.278,0.382
26,27.0,San Antonio Spurs*,66,15940,0.452,12.6,,0.79,0.259,0.178,0.135,0.219,0.21,,0.478,0.631,0.394,0.393,0.418,0.353,,0.459,0.794,,0.04,206,,0.215,681,,0.252,0.357
27,28.0,Toronto Raptors,66,15965,0.435,12.6,,0.761,0.295,0.163,0.099,0.204,0.239,,0.469,0.607,0.366,0.391,0.391,0.328,,0.538,0.848,,0.056,249,,0.221,633,,0.256,0.345
28,29.0,Utah Jazz*,66,16165,0.453,12.5,,0.763,0.269,0.209,0.092,0.193,0.237,,0.488,0.663,0.366,0.425,0.403,0.34,,0.507,0.825,,0.048,231,,0.221,725,,0.259,0.371
29,30.0,Washington Wizards,66,15865,0.453,12.5,,0.773,0.29,0.169,0.105,0.209,0.227,,0.483,0.662,0.313,0.402,0.411,0.35,,0.527,0.864,,0.048,246,,0.233,745,,0.287,0.364
30,,League Average,66,15968,0.448,12.6,,0.774,0.287,0.169,0.11,0.208,0.226,,0.477,0.634,0.378,0.388,0.388,0.349,,0.518,0.843,,0.05,244,,0.226,711,,0.261,0.376
