,Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,1.0,Baltimore Bullets,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,Syracuse Nationals*,72.0,,,,,,,,,,,,,,,,,,,,,,89.7
2,3.0,Fort Wayne Pistons*,72.0,,,,,,,,,,,,,,,,,,,,,,90.0
3,4.0,Milwaukee Hawks,72.0,,,,,,,,,,,,,,,,,,,,,,90.4
4,5.0,Rochester Royals*,72.0,,,,,,,,,,,,,,,,,,,,,,92.4
5,6.0,New York Knicks*,72.0,,,,,,,,,,,,,,,,,,,,,,92.6
6,7.0,Philadelphia Warriors,72.0,,,,,,,,,,,,,,,,,,,,,,93.5
7,8.0,Minneapolis Lakers*,72.0,,,,,,,,,,,,,,,,,,,,,,94.5
8,9.0,Boston Celtics*,72.0,,,,,,,,,,,,,,,,,,,,,,101.5
9,,League Average,72.0,,33.3,86.4,,,,,33.3,86.4,0.385,26.5,35.9,,,,56.1,23.6,,,,24.8,93.1
