,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Conference,Seed
1,Syracuse Nationals*,43,29,.597,—,91.1,89.7,1.23,East,1.0
2,New York Knicks*,38,34,.528,5.0,92.7,92.6,0.11,East,2.0
3,Boston Celtics*,36,36,.500,7.0,101.5,101.5,-0.03,East,3.0
4,Philadelphia Warriors,33,39,.458,10.0,93.2,93.5,-0.19,East,4.0
5,Baltimore Bullets (1),,,,,,,,East,5.0
7,Fort Wayne Pistons*,43,29,.597,—,92.4,90.0,2.01,West,1.0
8,Minneapolis Lakers*,40,32,.556,3.0,95.6,94.5,0.96,West,2.0
9,Rochester Royals*,29,43,.403,14.0,90.8,92.4,-1.43,West,3.0
10,Milwaukee Hawks,26,46,.361,17.0,87.4,90.4,-2.66,West,4.0
