,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 13_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 20_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 23_level_0,Dunks,Dunks,Unnamed: 26_level_0,Layups,Layups,Unnamed: 29_level_0,Corner,Corner
9,10.0,Houston Rockets,82,19980,0.464,11.6,,0.85,0.306,0.142,0.135,0.267,0.15,,0.482,0.595,0.443,0.411,0.411,0.36,,0.544,0.819,,0.051,312,,0.224,827,,0.206,0.401
10,11.0,Indiana Pacers*,82,19905,0.438,12.1,,0.824,0.258,0.192,0.146,0.227,0.176,,0.457,0.598,0.401,0.376,0.396,0.348,,0.555,0.842,,0.043,264,,0.203,749,,0.243,0.316
11,12.0,Los Angeles Clippers,82,19805,0.448,11.7,,0.833,0.281,0.167,0.18,0.205,0.167,,0.466,0.621,0.368,0.379,0.411,0.355,,0.571,0.823,,0.05,312,,0.211,817,,0.195,0.332
12,13.0,Los Angeles Lakers*,82,19780,0.424,12.4,,0.814,0.263,0.152,0.166,0.233,0.186,,0.448,0.626,0.333,0.378,0.373,0.317,,0.532,0.82,,0.048,304,,0.19,728,,0.194,0.369
13,14.0,Memphis Grizzlies,82,19780,0.457,11.3,,0.837,0.322,0.148,0.14,0.227,0.163,,0.476,0.607,0.408,0.398,0.383,0.358,,0.592,0.877,,0.059,364,,0.233,885,,0.228,0.433
14,15.0,Miami Heat,82,19930,0.425,12.3,,0.823,0.267,0.149,0.165,0.242,0.177,,0.442,0.574,0.372,0.375,0.387,0.342,,0.498,0.85,,0.043,221,,0.199,668,,0.182,0.317
15,16.0,Milwaukee Bucks,82,19905,0.441,12.3,,0.799,0.281,0.127,0.182,0.208,0.201,,0.461,0.597,0.408,0.383,0.378,0.358,,0.576,0.872,,0.041,255,,0.211,812,,0.254,0.357
16,17.0,Minnesota Timberwolves*,82,19805,0.445,12.3,,0.801,0.291,0.136,0.127,0.247,0.199,,0.463,0.608,0.371,0.393,0.38,0.372,,0.575,0.884,,0.054,335,,0.214,746,,0.267,0.408
17,18.0,New Jersey Nets*,82,19830,0.429,12.0,,0.824,0.298,0.133,0.154,0.239,0.176,,0.446,0.533,0.388,0.365,0.421,0.348,,0.504,0.804,,0.039,233,,0.229,765,,0.226,0.362
18,19.0,New York Knicks,82,19805,0.445,12.1,,0.809,0.286,0.152,0.158,0.212,0.191,,0.467,0.624,0.395,0.354,0.391,0.353,,0.555,0.869,,0.05,303,,0.209,783,,0.243,0.41
19,20.0,Orlando Magic*,82,19830,0.456,11.5,,0.83,0.314,0.136,0.159,0.221,0.17,,0.478,0.61,0.393,0.408,0.391,0.352,,0.574,0.914,,0.053,333,,0.225,856,,0.278,0.406
20,21.0,Philadelphia 76ers*,82,19730,0.426,12.7,,0.797,0.26,0.135,0.2,0.201,0.203,,0.451,0.571,0.396,0.373,0.409,0.331,,0.604,0.817,,0.041,227,,0.198,659,,0.172,0.392
21,22.0,Phoenix Suns,82,19830,0.444,11.7,,0.819,0.302,0.139,0.165,0.213,0.181,,0.463,0.587,0.393,0.382,0.394,0.358,,0.571,0.875,,0.052,310,,0.226,782,,0.234,0.36
22,23.0,Portland Trail Blazers*,82,19830,0.453,12.6,,0.803,0.274,0.143,0.128,0.257,0.197,,0.476,0.623,0.397,0.389,0.406,0.363,,0.621,0.865,,0.043,261,,0.204,759,,0.25,0.405
23,24.0,Sacramento Kings*,82,19755,0.44,12.1,,0.839,0.25,0.188,0.151,0.25,0.161,,0.46,0.621,0.416,0.398,0.368,0.337,,0.546,0.886,,0.044,283,,0.181,744,,0.251,0.38
24,25.0,San Antonio Spurs*,82,19855,0.426,11.8,,0.836,0.279,0.168,0.182,0.208,0.164,,0.443,0.582,0.358,0.386,0.374,0.338,,0.493,0.821,,0.037,221,,0.228,799,,0.223,0.356
25,26.0,Seattle SuperSonics*,82,19830,0.449,12.4,,0.792,0.274,0.161,0.128,0.23,0.208,,0.477,0.645,0.359,0.396,0.403,0.344,,0.57,0.869,,0.054,331,,0.197,766,,0.267,0.351
26,27.0,Toronto Raptors*,82,19755,0.441,11.9,,0.83,0.288,0.14,0.18,0.222,0.17,,0.461,0.572,0.411,0.411,0.388,0.346,,0.539,0.828,,0.041,239,,0.214,703,,0.229,0.39
27,28.0,Utah Jazz*,82,19830,0.447,12.6,,0.805,0.27,0.151,0.128,0.256,0.195,,0.462,0.623,0.358,0.375,0.398,0.383,,0.519,0.828,,0.049,287,,0.199,686,,0.234,0.433
28,29.0,Washington Wizards,82,19730,0.452,12.7,,0.818,0.234,0.17,0.163,0.251,0.182,,0.474,0.685,0.344,0.398,0.413,0.354,,0.577,0.848,,0.045,283,,0.183,751,,0.254,0.396
29,,League Average,82,19816,0.445,12.0,,0.819,0.287,0.148,0.153,0.23,0.181,,0.465,0.605,0.382,0.388,0.397,0.354,,0.564,0.856,,0.048,291,,0.214,783,,0.235,0.384
